provider_number,hospital_name,state,ownership,beds,discharges,cmi,teaching,ag_cost_total,med_records_cost,nursing_admin_cost,full_overhead,total_hospital_costs,admin_per_discharge,admin_pct_of_total,overhead_per_discharge,overhead_pct_of_total,commercial_payer_pct,medicare_pct,ag_purchased_services,ag_it,ag_insurance,ag_other
314027,40 WATCHUNG WAY,NJ,Government,44,12987,1.0,No,3071124,96899,327093,11099454,18404875,236.48,16.69,854.66,60.31,0.95,0.05,0,0,0,0
360080,90 NORTH FOURTH STREET,OH,For-Profit,19,3226,1.0,No,7009476,325962,0,15694010,47574183,2172.81,14.73,4864.85,32.99,0.715,0.259,0,0,0,0
400105,LAUREL #100,RI,Nonprofit,84,8407,1.0,No,5199975,203153,91218,11579119,30598555,618.53,16.99,1377.32,37.84,0.585,0.098,0,0,0,0
451361,2301 STATE HIGHWAY 83W,TX,For-Profit,25,236,2.0,No,1872125,131087,0,4064582,10267040,7932.73,18.23,17222.81,39.59,0.161,0.814,0,0,0,0
041331,1101 JACKSON ST  SW,AR,For-Profit,25,1391,2.0,No,10251039,338025,0,23720372,62869449,7369.55,16.31,17052.75,37.73,0.734,0.237,0,0,0,0
083300,1600 ROCKLAND ROAD,DE,Nonprofit,116,30055,1.0,No,205883157,4792990,0,379898696,1000316662,6850.21,20.58,12640.12,37.98,0.659,0.001,0,0,0,0
114004,250 SCENIC HIGHWAY,GA,For-Profit,96,36438,1.0,No,6655556,357992,0,13284626,23222869,182.65,28.66,364.58,57.2,0.83,0.17,0,0,0,0
170197,1124 W 21ST STREET,KS,For-Profit,48,5716,1.0,No,9064605,209417,0,16268417,63190065,1585.83,14.34,2846.12,25.75,0.518,0.482,0,0,0,0
171325,304 PROUT,KS,Government,15,504,2.0,No,1653243,134126,0,2769162,9754599,3280.24,16.95,5494.37,28.39,0.347,0.647,0,0,0,0
194086,11135 FLORIDA BOULEVARD,LA,For-Profit,60,18355,1.0,No,5161981,199160,0,8089746,16371763,281.23,31.53,440.74,49.41,0.748,0.251,0,0,0,0
194106,6410 MASONIC DRIVE,LA,For-Profit,36,8810,1.0,No,2824750,1802,0,3907331,8471271,320.63,33.35,443.51,46.12,0.243,0.35,0,0,0,0
220111,235 NORTH PEARL STREET,MA,For-Profit,190,57632,2.0,No,79202399,1758162,0,139458614,303248762,1374.28,26.12,2419.81,45.99,0.447,0.34,0,0,0,0
223027,250 POND STREET,MA,For-Profit,187,40243,1.0,No,11327229,353402,0,24574396,55702769,281.47,20.34,610.65,44.12,0.397,0.578,0,0,0,0
230071,23901 LAHSER ROAD,MI,Nonprofit,34,1942,1.0,No,3896382,73169,0,5108724,15842820,2006.38,24.59,2630.65,32.25,0.116,0.884,0,0,0,0
262020,604 OLD HIGHWAY 63 NORTH,MO,For-Profit,23,8124,1.0,No,1588454,83223,0,3812287,16346512,195.53,9.72,469.26,23.32,0.326,0.407,0,0,0,0
374016,1000 ROLLING HILLS LANE,OK,For-Profit,60,21231,1.0,No,5495943,388608,0,10433319,19571319,258.86,28.08,491.42,53.31,0.442,0.558,0,0,0,0
442015,7557B DANNAHER DRIVE,TN,For-Profit,65,20259,1.0,No,6295159,86862,0,9461747,33053172,310.73,19.05,467.04,28.63,0.622,0.378,0,0,0,0
050040,14445 OLIVE VIEW DR,CA,Government,209,43994,1.0,No,150736968,8011269,6197653,281463108,754818820,3426.31,19.97,6397.76,37.29,0.732,0.116,0,0,0,0
050075,275 W MACARTHUR BLVD,CA,Nonprofit,291,82003,2.0,No,162333312,929354,0,384604933,1143333776,1979.6,14.2,4690.13,33.64,0.827,0.075,0,0,0,0
100045,701 WEST PLYMOUTH AVENUE,FL,Nonprofit,118,33230,2.0,No,49431719,1222445,0,78177312,211078756,1487.56,23.42,2352.61,37.04,0.74,0.248,0,0,0,0
151310,10 JOHN KISSINGER DR,IN,Nonprofit,18,3322,2.0,No,17288685,0,0,26609745,61929563,5204.3,27.92,8010.16,42.97,0.638,0.338,0,0,0,0
231313,210 SOUTH FIRST STREET,MI,Nonprofit,15,146,2.0,No,2166473,112349,0,6119297,16336945,14838.86,13.26,41912.99,37.46,0.349,0.63,0,0,0,0
241303,251 FIFTH STREET EAST,MN,Nonprofit,18,391,2.0,No,2904821,61667,0,4071132,12871248,7429.21,22.57,10412.1,31.63,0.455,0.442,0,0,0,0
270023,2827 FORT MISSOULA ROAD,MT,For-Profit,109,13276,1.0,No,25499047,974498,0,37477365,184402128,1920.69,13.83,2822.94,20.32,0.466,0.274,0,0,0,0
331309,4 FULLER STREET,NY,Nonprofit,25,393,2.0,No,5433260,615781,0,9024250,25784533,13825.09,21.07,22962.47,35.0,0.74,0.26,0,0,0,0
361315,921 E. FRANKLIN STREET,OH,Nonprofit,20,676,2.0,No,10831941,0,0,15659193,35380578,16023.58,30.62,23164.49,44.26,0.565,0.432,0,0,0,0
451369,100 MEDICAL DR,TX,Nonprofit,21,1061,2.0,No,5566640,366238,0,11915625,33937559,5246.6,16.4,11230.56,35.11,0.678,0.288,0,0,0,0
454104,2026 W UNIVERSITY DRIVE,TX,For-Profit,104,20787,1.0,No,5380123,151936,0,10713049,20278619,258.82,26.53,515.37,52.83,0.971,0.027,0,0,0,0
460023,170 NORTH 1100 EAST,UT,Nonprofit,60,11374,1.0,No,36618783,30894,0,61172651,160667536,3219.52,22.79,5378.29,38.07,0.778,0.156,0,0,0,0
460057,900 ROUND VALLEY DRIVE,UT,Nonprofit,33,1835,2.0,No,19879335,0,0,35506790,87092899,10833.43,22.83,19349.75,40.77,0.634,0.251,0,0,0,0
082000,501 WEST 14TH STREET; 9TH FLOOR,DE,For-Profit,33,11101,1.0,No,3718282,-31,0,5161033,19858942,334.95,18.72,464.92,25.99,0.511,0.489,0,0,0,0
102017,615 NORTH BONITA AVENUE,FL,For-Profit,30,9429,1.0,No,3430560,48575,0,4679811,16164694,363.83,21.22,496.32,28.95,0.555,0.445,0,0,0,0
104075,29910 SR 56,FL,For-Profit,126,32812,1.0,No,6828839,511095,0,13519325,23204884,208.12,29.43,412.02,58.26,0.92,0.08,0,0,0,0
251320,123 MCCOMB AVE,MS,Government,22,922,2.0,No,2166394,47981,0,4478677,10764541,2349.67,20.13,4857.57,41.61,0.191,0.72,0,0,0,0
314021,RANCOCAS ROAD,NJ,For-Profit,120,37439,1.0,No,5299666,592558,0,15022569,30117150,141.55,17.6,401.25,49.88,0.906,0.09,0,0,0,0
334004,80-45 WINCHESTER BLVD.,NY,Government,349,111446,1.0,No,22450322,255028,63009,109220373,194308310,201.45,11.55,980.03,56.21,0.807,0.006,0,0,0,0
334009,1051 RIVERSIDE DRIVE,NY,Government,21,6139,1.0,No,10937400,179062,0,56546500,111575307,1781.63,9.8,9211.03,50.68,0.735,0.021,0,0,0,0
452022,1100 ALLIED DRIVE,TX,For-Profit,61,18199,1.0,No,8373280,98277,0,10761220,38636642,460.1,21.67,591.31,27.85,0.635,0.365,0,0,0,0
454139,7601 FANNIN STREET,TX,For-Profit,148,43672,1.0,No,9869901,209420,253316,19447549,34913065,226.0,28.27,445.31,55.7,0.956,0.04,0,0,0,0
010148,101 CRESTVIEW AVENUE,AL,For-Profit,44,3592,2.0,No,2026405,155135,0,4785261,13314410,564.14,15.22,1332.2,35.94,0.5,0.367,0,0,0,0
050197,170 ALAMEDA DE LAS PULGAS,CA,Nonprofit,192,13311,1.0,No,44833402,3104542,0,117210435,294388066,3368.15,15.23,8805.53,39.81,0.512,0.472,0,0,0,0
110086,610 SPARTA RD,GA,Government,49,1506,2.0,No,6004529,270262,0,11990063,33055438,3987.07,18.17,7961.53,36.27,0.586,0.333,0,0,0,0
110092,901 GRIFFIN AVENUE,GA,Government,35,2162,2.0,No,3878888,341494,0,8609721,24014534,1794.12,16.15,3982.29,35.85,0.574,0.341,0,0,0,0
190160,503 MCMILLAN ROAD,LA,For-Profit,176,20271,2.0,No,28458091,457765,0,50369927,143900498,1403.88,19.78,2484.83,35.0,0.649,0.343,0,0,0,0
194098,716 VILLAGE ROAD,LA,For-Profit,82,23191,1.0,No,5574225,146942,0,9346324,19491405,240.36,28.6,403.02,47.95,0.891,0.109,0,0,0,0
220036,736 CAMBRIDGE STREET,MA,For-Profit,188,45686,2.0,No,102026577,1820940,0,179286102,427516642,2233.21,23.86,3924.31,41.94,0.498,0.268,0,0,0,0
243300,200 EAST UNIVERSITY,MN,Nonprofit,50,8439,1.0,No,71637876,2773110,0,83112571,284380520,8488.91,25.19,9848.63,29.23,0.622,0.012,0,0,0,0
371330,1 WICKERSHAM DRIVE,OK,Government,18,632,2.0,No,2700387,52126,0,4715181,17368945,4272.76,15.55,7460.73,27.15,0.28,0.581,0,0,0,0
380091,10180 SE SUNNYSIDE ROAD,OR,Nonprofit,242,60590,2.0,No,111861077,2548343,0,197495762,542195899,1846.2,20.63,3259.54,36.43,0.892,0.073,0,0,0,0
404005,RR #2  BUZON 11,RI,For-Profit,160,47421,1.0,No,6915900,361008,0,13582391,26569610,145.84,26.03,286.42,51.12,0.973,0.027,0,0,0,0
450833,2201 WEST LAMPASA STREET,TX,For-Profit,54,806,2.0,No,3598612,329008,0,8375636,18839511,4464.78,19.1,10391.61,44.46,0.649,0.341,0,0,0,0
454110,330 S FM 1788,TX,For-Profit,62,13856,1.0,No,3810830,160216,0,6412599,12323051,275.03,30.92,462.8,52.04,0.932,0.065,0,0,0,0
521312,800 CLAY STREET,WI,Government,25,491,2.0,No,2971142,1328975,0,6425029,26239708,6051.21,11.32,13085.6,24.49,0.389,0.566,0,0,0,0
010174,300 MED PARK DRIVE,AL,For-Profit,29,582,2.0,No,2488029,0,0,4806891,15574007,4274.96,15.98,8259.26,30.86,0.289,0.548,0,0,0,0
120028,67-1125 MAMALAHOA HIGHWAY,HI,Nonprofit,29,5150,2.0,No,14900339,209096,0,24207073,94262693,2893.27,15.81,4700.4,25.68,0.545,0.203,0,0,0,0
192029,310 YOUNGSVILLE HWY,LA,For-Profit,18,6105,1.0,No,2018103,67216,0,3330045,8673642,330.57,23.27,545.46,38.39,0.311,0.689,0,0,0,0
194073,418 ALBERTSON PARKWAY,LA,For-Profit,38,11834,1.0,No,3326492,111710,0,5520308,10279151,281.1,32.36,466.48,53.7,0.679,0.321,0,0,0,0
390042,155 WILSON AVENUE,PA,Nonprofit,188,26181,2.0,No,37727457,1816028,0,86420367,240439753,1441.02,15.69,3300.88,35.94,0.984,0.0,0,0,0,0
400103,410 HOSTOS AVENUE,RI,For-Profit,180,49054,1.0,No,15062994,1081760,0,25344546,80653195,307.07,18.68,516.67,31.42,0.632,0.07,0,0,0,0
400104,ROAD 172 EXIT TO CIDRA,RI,Nonprofit,212,65814,1.0,No,15599540,1396947,0,32436440,102265739,237.02,15.25,492.85,31.72,0.631,0.068,0,0,0,0
400118,CARR. #2,RI,For-Profit,244,78572,1.0,No,16397630,1609279,0,28359370,95288543,208.7,17.21,360.93,29.76,0.542,0.065,0,0,0,0
454018,1505 EIGHTH SREET,TX,For-Profit,96,26118,1.0,No,5317175,440193,0,10252397,17987948,203.58,29.56,392.54,57.0,0.917,0.077,0,0,0,0
163025,1401 CAMPUS DRIVE,IA,For-Profit,50,12840,1.0,No,3852348,538161,0,7323274,19777165,300.03,19.48,570.35,37.03,0.288,0.712,0,0,0,0
171350,200 SOUTH MAIN,KS,Nonprofit,21,818,2.0,No,2777820,249905,0,6436788,20462978,3395.87,13.57,7868.93,31.46,0.24,0.76,0,0,0,0
193096,523 JEFFERSON TERRACE STREET,LA,For-Profit,16,4233,1.0,No,2601441,88113,0,3662568,6644432,614.56,39.15,865.24,55.12,0.612,0.383,0,0,0,0
260034,615 WEST NURSERY STREET,MO,Government,40,941,2.0,No,5163097,2399804,0,15268480,38441921,5486.82,13.43,16225.8,39.72,0.426,0.46,0,0,0,0
271338,17 NORTH MILES AVENUE,MT,Nonprofit,18,324,2.0,No,2581453,281708,0,6433476,16733010,7967.45,15.43,19856.41,38.45,0.41,0.256,0,0,0,0
370112,213 E. REDWOOD STREET,OK,Government,41,1466,1.0,No,2465603,112752,0,3962370,14558190,1681.86,16.94,2702.84,27.22,0.499,0.379,0,0,0,0
371336,905 MAIN STREET,OK,Government,25,420,2.0,No,2911550,37768,0,5210547,13810583,6932.26,21.08,12406.06,37.73,0.333,0.617,0,0,0,0
461303,1100 SOUTH MEDICAL DRIVE,UT,Nonprofit,18,829,2.0,No,4931019,0,0,8402288,22935408,5948.15,21.5,10135.45,36.63,0.6,0.296,0,0,0,0
500015,202 NORTH DIVISION STREET,WA,Nonprofit,62,26056,1.0,No,50382386,589358,0,74086720,230112912,1933.62,21.89,2843.37,32.2,0.8,0.156,0,0,0,0
050137,13652 CANTARA STREET,CA,Nonprofit,170,30224,2.0,No,62629536,903262,0,136111383,433901249,2072.18,14.43,4503.42,31.37,0.955,0.016,0,0,0,0
050390,1117 EAST DEVONSHIRE AVENUE,CA,For-Profit,212,31108,1.0,No,27612886,2231343,0,49358456,161462194,887.65,17.1,1586.68,30.57,0.732,0.215,0,0,0,0
050411,25825 S. VERMONT AVENUE,CA,Nonprofit,227,50170,1.0,No,88630592,1053828,0,181399718,535191857,1766.61,16.56,3615.7,33.89,0.955,0.038,0,0,0,0
050541,1100 VETERANS BOULEVARD,CA,Nonprofit,120,20543,1.0,No,56330336,513935,0,116544074,360588125,2742.07,15.62,5673.18,32.32,0.925,0.069,0,0,0,0
050604,250 HOSPITAL PARKWAY,CA,Nonprofit,211,40633,1.0,No,70543795,426720,0,158801827,503032861,1736.12,14.02,3908.2,31.57,0.931,0.06,0,0,0,0
050674,6600 BRUCEVILLE ROAD,CA,Nonprofit,203,53913,2.0,No,96572356,550889,0,225291408,735941428,1791.26,13.12,4178.8,30.61,0.816,0.063,0,0,0,0
050677,5601 DE SOTO AVE,CA,Nonprofit,240,34427,2.0,No,78889718,388635,0,167754553,467436963,2291.51,16.88,4872.76,35.89,0.971,0.026,0,0,0,0
050766,455 PLUMAS BLVD,CA,Nonprofit,14,821,1.0,No,11680057,194942,0,16837280,40117627,14226.62,29.11,20508.26,41.97,0.529,0.471,0,0,0,0
054053,23700 CAMINO DEL SOL,CA,For-Profit,166,51002,1.0,No,8251021,732813,0,22766000,41410545,161.78,19.92,446.37,54.98,0.453,0.128,0,0,0,0
140013,5409 N. KNOXVILLE,IL,Nonprofit,68,10584,1.0,No,18847716,395919,0,32590292,112939891,1780.77,16.69,3079.2,28.86,0.59,0.399,0,0,0,0
140062,12251 S. 80TH AVENUE,IL,Nonprofit,302,87215,1.0,No,85728458,0,0,163791445,451214863,982.96,19.0,1878.02,36.3,0.536,0.433,0,0,0,0
140120,600 SOUTH 13TH STREET,IL,Nonprofit,35,6762,1.0,No,9688414,197356,0,17898524,46922822,1432.77,20.65,2646.93,38.14,0.624,0.355,0,0,0,0
140211,300 RANDALL ROAD,IL,Nonprofit,125,34870,1.0,No,105700330,0,0,153764849,413147367,3031.27,25.58,4409.66,37.22,0.554,0.405,0,0,0,0
140231,801 SOUTH WASHINGTON STREET,IL,Nonprofit,223,70879,1.0,No,155778216,4274220,0,197473931,689903002,2197.8,22.58,2786.07,28.62,0.654,0.325,0,0,0,0
193099,2614 JEFFERSON HIGHWAY,LA,For-Profit,56,15658,1.0,No,7580454,119847,0,8849717,25714139,484.13,29.48,565.19,34.42,0.695,0.305,0,0,0,0
373033,5401 W MEMORIAL ROAD,OK,For-Profit,66,15455,1.0,No,4246396,349350,0,8931710,21721567,274.76,19.55,577.92,41.12,0.346,0.642,0,0,0,0
451312,600 S. AUSTIN RD.,TX,Nonprofit,21,467,2.0,No,3148211,130860,0,5518890,17383005,6741.35,18.11,11817.75,31.75,0.6,0.4,0,0,0,0
451391,200 S. IH 35,TX,Nonprofit,22,1214,2.0,No,5114864,256939,0,7345544,23308638,4213.23,21.94,6050.7,31.51,0.754,0.241,0,0,0,0
452073,111 DALLAS STREET  4TH FLOOR,TX,For-Profit,44,9616,1.0,No,1925390,400353,0,6321828,16591270,200.23,11.6,657.43,38.1,0.576,0.424,0,0,0,0
454117,615 CLINIC DRIVE,TX,For-Profit,24,6570,1.0,No,2575372,61008,0,4061795,7070572,391.99,36.42,618.23,57.45,0.58,0.42,0,0,0,0
454130,4301 MAPLESHADE LANE,TX,For-Profit,48,13067,1.0,No,3286999,213070,0,6099397,12997691,251.55,25.29,466.78,46.93,0.847,0.15,0,0,0,0
520038,1032 E. SUMNER STREET,WI,Nonprofit,29,3070,2.0,No,9799560,9,0,20366207,59787875,3192.04,16.39,6633.94,34.06,0.589,0.399,0,0,0,0
520205,10101 S 27TH ST,WI,For-Profit,16,1212,1.0,No,14449338,-49,0,18234769,57406175,11921.9,25.17,15045.19,31.76,0.709,0.287,0,0,0,0
520207,975 PORT WASHINGTON ROAD,WI,Nonprofit,104,23072,1.0,No,35796647,0,0,77805034,248112710,1551.52,14.43,3372.27,31.36,0.594,0.39,0,0,0,0
140308,875 ROUTE 31,IL,Nonprofit,11,779,1.0,No,3791487,363645,0,15201038,35389585,4867.12,10.71,19513.53,42.95,0.638,0.34,0,0,0,0
192048,20050 CRESTWOOD BLVD,LA,For-Profit,31,5376,1.0,No,2854817,222279,0,6628690,17769123,531.03,16.07,1233.02,37.3,0.421,0.574,0,0,0,0
224018,227 BABCOCK STREET,MA,For-Profit,66,22573,1.0,No,4059086,123980,0,10316326,20776037,179.82,19.54,457.02,49.65,0.861,0.073,0,0,0,0
250124,300 S.E. THIRD AVENUE,MS,Nonprofit,44,1362,1.0,No,2589912,235024,0,5002983,14804342,1901.55,17.49,3673.26,33.79,0.485,0.492,0,0,0,0
251327,27190 HWY 28,MS,Government,25,1461,1.0,No,2995725,319401,0,7825041,26787582,2050.46,11.18,5355.95,29.21,0.491,0.433,0,0,0,0
313032,92 BRICK ROAD,NJ,For-Profit,61,21383,1.0,No,7600210,189331,0,11494783,37364822,355.43,20.34,537.57,30.76,0.554,0.408,0,0,0,0
344007,3637 OLD VINEYARD ROAD,NC,For-Profit,164,51726,1.0,No,5876041,323417,0,13853088,28828949,113.6,20.38,267.82,48.05,0.933,0.067,0,0,0,0
363033,835 SOUTH MAIN STREET,OH,For-Profit,60,18478,1.0,No,5047595,57565,0,11485348,26106247,273.17,19.33,621.57,43.99,0.573,0.402,0,0,0,0
364035,1101 SUMMIT ROAD,OH,Government,292,104080,1.0,No,9057590,574600,568913,23552458,58701823,87.03,15.43,226.29,40.12,0.644,0.011,0,0,0,0
364052,3364 KOLBE ROAD,OH,For-Profit,52,14477,1.0,No,2417570,41686,0,4540014,10152505,166.99,23.81,313.6,44.72,0.856,0.135,0,0,0,0
454107,5314 DASHWOOD DRIVE,TX,For-Profit,122,36896,1.0,No,6808066,444738,0,13890663,26614445,184.52,25.58,376.48,52.19,0.921,0.078,0,0,0,0
521342,113 4TH AVENUE,WI,Nonprofit,25,749,2.0,No,1551333,151818,0,4159178,13212252,2071.21,11.74,5552.97,31.48,0.399,0.587,0,0,0,0
030011,350 NORTH WILMOT ROAD,AZ,For-Profit,376,40493,2.0,No,37973092,2155629,0,67002322,226094005,937.77,16.8,1654.66,29.63,0.765,0.198,0,0,0,0
030069,101 CIVIC CENTER LANE,AZ,For-Profit,128,10655,2.0,No,20173187,1574369,0,41392914,189064570,1893.31,10.67,3884.83,21.89,0.235,0.632,0,0,0,0
030111,2800 EAST AJO WAY,AZ,Nonprofit,134,37419,1.0,No,45041156,0,0,68981504,191172035,1203.7,23.56,1843.49,36.08,0.411,0.127,0,0,0,0
030123,7400 EAST THOMPSON PEAK PKWY,AZ,Nonprofit,112,23103,1.0,No,56473013,803515,0,71440287,189511042,2444.4,29.8,3092.25,37.7,0.421,0.506,0,0,0,0
030138,14200 WEST CELEBRATE LIFE WAY,AZ,For-Profit,38,2309,1.0,No,40599326,831471,638415,53286811,172399106,17583.08,23.55,23077.87,30.91,0.684,0.308,0,0,0,0
030148,16260 SOUTH RANCHO SAHUARITA BOULEVA,AZ,For-Profit,48,10122,1.0,No,10902515,750073,0,25590145,93440380,1077.11,11.67,2528.17,27.39,0.687,0.31,0,0,0,0
060075,1906 BLAKE,CO,Nonprofit,24,8396,2.0,No,31716553,1525040,0,71937568,244583125,3777.58,12.97,8568.08,29.41,0.47,0.385,0,0,0,0
171352,810 WEST COLUMBIA,KS,Nonprofit,18,238,2.0,No,1907249,269457,0,4294954,10831728,8013.65,17.61,18046.03,39.65,0.252,0.714,0,0,0,0
190312,433 PLAZA ST,LA,Nonprofit,28,3685,2.0,No,15014307,266824,0,27432524,62951468,4074.44,23.85,7444.38,43.58,0.386,0.195,0,0,0,0
194116,9320 LINWOOD AVE,LA,For-Profit,89,25662,1.0,No,6331668,152550,0,10727501,21100600,246.73,30.01,418.03,50.84,0.903,0.097,0,0,0,0
210039,100 HOSPITAL RD,MD,Nonprofit,72,19274,1.0,No,25152958,2277620,0,56076941,149550495,1305.02,16.82,2909.46,37.5,0.446,0.454,0,0,0,0
241363,400 EAST 1ST STREET,MN,Nonprofit,25,1028,2.0,No,3653634,1303282,0,8533157,41403426,3554.12,8.82,8300.74,20.61,0.399,0.591,0,0,0,0
250048,969 LAKELAND DRIVE,MS,Nonprofit,438,92026,1.0,No,96388443,1420869,0,149754888,485414383,1047.4,19.86,1627.31,30.85,0.526,0.346,0,0,0,0
250168,960 AVENT DRIVE,MS,Government,44,6128,2.0,No,18148048,1438267,0,25351476,77350684,2961.5,23.46,4136.99,32.77,0.52,0.382,0,0,0,0
261309,191 IOWA BLVD,MO,Nonprofit,21,689,2.0,No,8433595,348379,0,15021011,37013547,12240.34,22.79,21801.18,40.58,0.3,0.669,0,0,0,0
334045,100 WASHINGTON ST.,NY,Government,80,20252,1.0,No,8150298,272609,163611,32376003,58853622,402.44,13.85,1598.66,55.01,0.675,0.02,0,0,0,0
340020,1135 CARTHAGE STREET,NC,For-Profit,118,8323,2.0,No,14370769,565370,0,24382614,74628961,1726.63,19.26,2929.55,32.67,0.563,0.366,0,0,0,0
370004,200 2ND AVE. SW,OK,Nonprofit,31,2616,2.0,No,10840878,0,0,18183937,55321276,4144.07,19.6,6951.05,32.87,0.388,0.338,0,0,0,0
370016,600 SOUTH MONROE,OK,Nonprofit,50,4557,1.0,No,25351910,0,0,33660748,104413621,5563.29,24.28,7386.6,32.24,0.258,0.316,0,0,0,0
380056,1401 NORTH 10TH AVE,OR,Nonprofit,36,2679,1.0,No,13457861,1842434,0,19881458,92562597,5023.46,14.54,7421.22,21.48,0.722,0.199,0,0,0,0
392037,252 WEST 11TH STREET,PA,For-Profit,43,6677,1.0,No,1973094,910,0,4545877,14578071,295.51,13.53,680.83,31.18,0.637,0.363,0,0,0,0
441314,326 ASBURY RD,TN,For-Profit,25,374,2.0,No,3811234,108187,0,6392665,16751811,10190.47,22.75,17092.69,38.16,0.265,0.733,0,0,0,0
450451,1021 HOLDEN STREET,TX,Government,16,1053,1.0,No,2858825,327662,0,7702926,28402252,2714.93,10.07,7315.22,27.12,0.63,0.37,0,0,0,0
450658,125 NEWMAN STREET,TX,Government,37,892,2.0,No,4186004,213991,0,7296222,18623729,4692.83,22.48,8179.62,39.18,0.562,0.438,0,0,0,0
450675,3301 MATLOCK ROAD,TX,For-Profit,252,69043,1.0,No,49370437,2678,0,100225751,322071446,715.07,15.33,1451.64,31.12,0.83,0.15,0,0,0,0
450779,6100 HARRIS PARKWAY,TX,Nonprofit,203,43212,1.0,No,45429632,0,0,92664591,291763777,1051.32,15.57,2144.42,31.76,0.71,0.286,0,0,0,0
450840,1105 N. CENTRAL EXPRESSWAY,TX,Nonprofit,45,7663,1.0,No,24898832,0,0,32520406,110060947,3249.23,22.62,4243.82,29.55,0.693,0.3,0,0,0,0
450880,1800 PARK PLACE AVENUE,TX,For-Profit,26,2713,1.0,No,6380423,645017,0,16675239,94189305,2351.8,6.77,6146.42,17.7,0.72,0.28,0,0,0,0
450883,2850 SOUTH HIGHWAY 114 E,TX,For-Profit,21,1305,1.0,No,5501040,111506,0,11168841,54463855,4215.36,10.1,8558.5,20.51,0.818,0.182,0,0,0,0
450888,1545 E SOUTHLAKE BLVD,TX,For-Profit,17,546,1.0,No,7968913,98822,0,10759320,56397030,14595.08,14.13,19705.71,19.08,0.747,0.253,0,0,0,0
450891,6020 W PARKER RD,TX,For-Profit,18,611,1.0,No,12579001,148419,0,16203075,63918987,20587.56,19.68,26518.94,25.35,0.807,0.193,0,0,0,0
521303,601 GROVE AVENUE,WI,Nonprofit,25,561,2.0,No,2221351,25322,0,5410283,12438721,3959.63,17.86,9644.0,43.5,0.702,0.289,0,0,0,0
010021,126 HOSPITAL,AL,Government,71,6220,2.0,No,1715111,408966,0,9796852,33216642,275.74,5.16,1575.06,29.49,0.59,0.141,0,0,0,0
041302,300 NORTH THIRD,AR,Nonprofit,25,822,2.0,No,4413401,267524,0,6330475,18506594,5369.1,23.85,7701.31,34.21,0.5,0.443,0,0,0,0
050017,4001 J STREET,CA,Nonprofit,237,53212,1.0,No,96443741,4684088,0,203913257,587215962,1812.44,16.42,3832.09,34.73,0.713,0.255,0,0,0,0
050054,600 NORTH HIGHLAND SPRINGS AVE,CA,Government,63,6847,1.0,No,19377513,341996,0,36739846,94699585,2830.07,20.46,5365.83,38.8,0.805,0.195,0,0,0,0
050523,3901 LONE TREE WAY,CA,Nonprofit,107,19522,1.0,No,55944266,959766,0,79643419,205520757,2865.7,27.22,4079.68,38.75,0.614,0.34,0,0,0,0
050714,2900 CHANTICLEER AVENUE,CA,Nonprofit,28,1738,1.0,No,18801349,3729984,0,37712588,84248296,10817.81,22.32,21698.84,44.76,0.904,0.082,0,0,0,0
050748,1777 WEST YOSEMITE AVENUE,CA,Nonprofit,187,40180,2.0,No,84111127,576958,0,192263820,616980146,2093.36,13.63,4785.06,31.16,0.963,0.028,0,0,0,0
050760,4501 SAND CREEK ROAD,CA,Nonprofit,124,28915,1.0,No,58752446,592604,0,129316095,392609356,2031.9,14.96,4472.28,32.94,0.887,0.058,0,0,0,0
061309,1017 WEST SEVENTH STREET,CO,Government,16,691,2.0,No,5024592,580890,0,10292643,31420862,7271.48,15.99,14895.29,32.76,0.246,0.53,0,0,0,0
061318,214 S. FOURTH STREET,CO,Government,22,330,2.0,No,7457706,710777,0,17455877,48940777,22599.11,15.24,52896.6,35.67,0.388,0.455,0,0,0,0
103301,3100 SW 62ND AVENUE,FL,Nonprofit,132,27522,1.0,No,234638417,883614,0,288385807,693622043,8525.49,33.83,10478.37,41.58,0.952,0.002,0,0,0,0
151311,1000 SOUTH MAIN STREET,IN,Nonprofit,25,1589,2.0,No,6694562,0,0,15012943,38966054,4213.07,17.18,9448.04,38.53,0.46,0.535,0,0,0,0
263030,14709 OLIVE BLVD.,MO,For-Profit,35,10099,1.0,No,2594535,267978,0,6202499,15428245,256.91,16.82,614.17,40.2,0.16,0.79,0,0,0,0
270049,1233 N. 30TH STREET,MT,Nonprofit,177,46618,1.0,No,74053094,3834308,0,116932642,455357177,1588.51,16.26,2508.32,25.68,0.425,0.32,0,0,0,0
340016,68 HOSPITAL ROAD,NC,For-Profit,73,6909,2.0,No,11352115,838016,0,27585398,105516246,1643.09,10.76,3992.68,26.14,0.662,0.269,0,0,0,0
360131,200 EAST STATE STREET,OH,Nonprofit,38,4365,2.0,No,12666918,735877,0,34086716,96708715,2901.93,13.1,7809.1,35.25,0.689,0.289,0,0,0,0
360155,18697 BAGLEY ROAD,OH,Nonprofit,175,49905,1.0,No,52907854,2275922,0,129105806,379610191,1060.17,13.94,2587.03,34.01,0.716,0.264,0,0,0,0
360179,10500 MONTGOMERY ROAD,OH,Nonprofit,372,101397,1.0,No,117386177,592476,0,244626601,888517703,1157.69,13.21,2412.56,27.53,0.721,0.227,0,0,0,0
