ccn,hsanum,hrrnum,STATE_CD,ctrl_type,net_patient_revenue,commercial_share,commercial_revenue_bil,spend_at_risk_bil,fy
450372,45266,391,TX,1,276282816.0,0.4,0.1181636488815456,0.1181636488815456,2023
450379,45068,391,TX,4,51892579.0,0.4,0.022193984313935277,0.022193984313935277,2023
450388,45229,412,TX,5,2665395812.0,0.4,1.1399655592749933,1.1399655592749933,2023
450389,45014,391,TX,4,127890354.0,0.4,0.05469754183116683,0.05469754183116683,2023
450395,45169,397,TX,1,51602301.0,0.4,0.02206983505207877,0.02206983505207877,2023
450399,45168,400,TX,11,10729406.0,0.4,0.004588869411594345,0.004588869411594345,2023
450400,45180,418,TX,4,32038298.0,0.4,0.01370248881361599,0.01370248881361599,2023
450403,45177,391,TX,4,338315891.0,0.4,0.14469463115350342,0.14469463115350342,2023
450411,45081,382,TX,11,11524134.0,0.4,0.004928767352797945,0.004928767352797945,2023
450419,45017,394,TX,2,51365241.0,0.4,0.021968446645049287,0.021968446645049287,2023
450422,45068,391,TX,4,78438400.0,0.4,0.03354739064347102,0.03354739064347102,2023
450424,45020,397,TX,2,430615413.0,0.4,0.18417029767321377,0.18417029767321377,2023
450431,45016,385,TX,5,922665538.0,0.4,0.39461566320264513,0.39461566320264513,2023
450447,45062,391,TX,4,85169390.0,0.4,0.03642617387907115,0.03642617387907115,2023
450451,45106,394,TX,11,17877257.0,0.4,0.007645940307460719,0.007645940307460719,2023
450460,45280,386,TX,11,6881621.0,0.4,0.002943206745003898,0.002943206745003898,2023
450462,45068,391,TX,2,737728658.0,0.4,0.31551984077708917,0.31551984077708917,2023
450465,45019,397,TX,11,43547281.0,0.4,0.018624776221442603,0.018624776221442603,2023
450469,45237,391,TX,6,67597944.0,0.4,0.028911026156365736,0.028911026156365736,2023
450475,45125,416,TX,4,44836661.0,0.4,0.019176232326461047,0.019176232326461047,2023
450484,45169,397,TX,4,126463926.0,0.4,0.05408747154236971,0.05408747154236971,2023
450489,45168,400,TX,9,13617186.0,0.4,0.005823946666515439,0.005823946666515439,2023
450498,45030,382,TX,9,7728336.0,0.4,0.003305339053524808,0.003305339053524808,2023
450508,45191,397,TX,11,26596814.0,0.4,0.011375215572088915,0.011375215572088915,2023
450518,45212,386,TX,6,127198409.0,0.4,0.054401603244724525,0.054401603244724525,2023
450537,45068,391,TX,2,485518364.0,0.4,0.2076517907260597,0.2076517907260597,2023
450539,45168,400,TX,1,66352757.0,0.4,0.02837847099571519,0.02837847099571519,2023
450563,45114,391,TX,1,392459835.0,0.4,0.16785150381212746,0.16785150381212746,2023
450565,45182,394,TX,11,32513611.0,0.4,0.013905775862930103,0.013905775862930103,2023
450571,45228,411,TX,2,642627750.0,0.4,0.27484604693090164,0.27484604693090164,2023
450573,45139,386,TX,1,37236790.0,0.4,0.015925836585637843,0.015925836585637843,2023
450578,45041,383,TX,11,12701952.0,0.4,0.005432509404559732,0.005432509404559732,2023
450584,45263,420,TX,11,20570127.0,0.4,0.008797656327191919,0.008797656327191919,2023
450587,45035,382,TX,1,126565337.0,0.4,0.054130844105203024,0.054130844105203024,2023
450596,45111,394,TX,4,173538239.0,0.4,0.07422072728807624,0.07422072728807624,2023
450597,45066,417,TX,11,35888858.0,0.4,0.015349338322480572,0.015349338322480572,2023
450604,45096,412,TX,4,73405426.0,0.4,0.031394833415424137,0.031394833415424137,2023
450610,45131,397,TX,2,704405942.0,0.4,0.3012680180607482,0.3012680180607482,2023
450617,45268,397,TX,4,704795047.0,0.4,0.3014344347321276,0.3014344347321276,2023
450634,45073,391,TX,4,296571144.0,0.4,0.1268407823381035,0.1268407823381035,2023
450638,45131,397,TX,4,445393057.0,0.4,0.19049056167730036,0.19049056167730036,2023
450639,45022,394,TX,2,317768020.0,0.4,0.13590649351519551,0.13590649351519551,2023
450641,45197,391,TX,11,10062028.0,0.4,0.004303437907728146,0.004303437907728146,2023
450643,45156,412,TX,4,201382121.0,0.4,0.08612930250741664,0.08612930250741664,2023
450644,45131,397,TX,4,226355233.0,0.4,0.09681007549420823,0.09681007549420823,2023
450647,45068,391,TX,4,1356415453.0,0.4,0.580126558887378,0.580126558887378,2023
450651,45211,391,TX,5,935953670.0,0.4,0.4002988764645934,0.4002988764645934,2023
450653,45026,400,TX,6,46085757.0,0.4,0.01971045933087721,0.01971045933087721,2023
450654,45175,402,TX,11,37567541.0,0.4,0.01606729578167854,0.01606729578167854,2023
450656,45191,397,TX,4,121043770.0,0.4,0.05176932009256255,0.05176932009256255,2023
450658,45090,418,TX,11,15954239.0,0.4,0.006823482989865939,0.006823482989865939,2023
450659,45131,397,TX,4,232911597.0,0.4,0.09961417277702879,0.09961417277702879,2023
450661,45198,406,TX,6,142639322.0,0.4,0.06100554137072978,0.06100554137072978,2023
450662,45034,396,TX,4,234865230.0,0.4,0.10044972385182091,0.10044972385182091,2023
450668,45086,393,TX,4,258379847.0,0.4,0.11050671178541728,0.11050671178541728,2023
450669,45158,391,TX,4,192082038.0,0.4,0.08215174154980272,0.08215174154980272,2023
450670,45257,397,TX,4,246590756.0,0.4,0.10546462473228477,0.10546462473228477,2023
450672,45095,394,TX,4,418177561.0,0.4,0.17885074143787905,0.17885074143787905,2023
450674,45131,397,TX,4,439371622.0,0.4,0.18791524866506057,0.18791524866506057,2023
450675,45012,394,TX,4,534253765.0,0.4,0.22849547870940976,0.22849547870940976,2023
450677,45095,394,TX,1,284930926.0,0.4,0.12186236691375568,0.12186236691375568,2023
450678,45068,391,TX,4,71237461.0,0.4,0.03046761449259587,0.03046761449259587,2023
450684,45133,397,TX,2,413519970.0,0.4,0.17685873210655007,0.17685873210655007,2023
450686,45168,400,TX,11,706463326.0,0.4,0.3021479424951022,0.3021479424951022,2023
450688,45068,391,TX,4,110448559.0,0.4,0.04723784466258181,0.04723784466258181,2023
450690,45260,416,TX,10,177214975.0,0.4,0.07579323385227071,0.07579323385227071,2023
450694,45085,397,TX,3,28723404.0,0.4,0.012284738783532532,0.012284738783532532,2023
450697,45229,412,TX,4,66113127.0,0.4,0.02827598342304804,0.02827598342304804,2023
450698,45168,400,TX,9,6796163.0,0.4,0.002906657135251407,0.002906657135251407,2023
450702,45167,399,TX,4,308671650.0,0.4,0.13201605875584868,0.13201605875584868,2023
450709,45268,397,TX,1,303043319.0,0.4,0.12960887275093583,0.12960887275093583,2023
450711,45175,402,TX,4,326860775.0,0.4,0.13979538217190415,0.13979538217190415,2023
450713,45016,385,TX,5,528252395.0,0.4,0.22592874731527104,0.22592874731527104,2023
450718,45225,385,TX,5,340122948.0,0.4,0.14546749300553025,0.14546749300553025,2023
450723,45068,391,TX,2,330993067.0,0.4,0.14156272589611182,0.14156272589611182,2023
450730,45068,391,TX,2,81119765.0,0.4,0.034694186079287294,0.034694186079287294,2023
450742,45226,391,TX,1,273014051.0,0.4,0.11676562780543102,0.11676562780543102,2023
450743,45073,391,TX,2,291398217.0,0.4,0.12462836848418554,0.12462836848418554,2023
450747,45202,416,TX,4,90585284.0,0.4,0.03874250251022159,0.03874250251022159,2023
450755,45168,400,TX,1,22311966.0,0.4,0.009542625033476505,0.009542625033476505,2023
450771,45211,391,TX,2,547230686.0,0.4,0.23404558985569096,0.23404558985569096,2023
450774,45131,397,TX,4,67035884.0,0.4,0.028670638203716656,0.028670638203716656,2023
450775,45131,397,TX,4,838650857.0,0.4,0.3586833478661058,0.3586833478661058,2023
450779,45095,394,TX,2,387704256.0,0.4,0.16581758590394877,0.16581758590394877,2023
450788,45061,390,TX,4,552165467.0,0.4,0.2361561508302516,0.2361561508302516,2023
450801,45253,22,TX,1,466518226.0,0.4,0.19952560442233777,0.19952560442233777,2023
450804,45131,397,TX,5,273119991.0,0.4,0.1168109373803939,0.1168109373803939,2023
450808,45016,385,TX,5,32902260.0,0.4,0.014071997507254748,0.014071997507254748,2023
450809,45016,385,TX,4,669115751.0,0.4,0.28617472417204437,0.28617472417204437,2023
450820,45131,397,TX,2,762351007.0,0.4,0.3260505956173572,0.3260505956173572,2023
450822,45068,391,TX,4,108111495.0,0.4,0.04623830363463131,0.04623830363463131,2023
450825,45083,402,TX,6,27817134.0,0.4,0.01189713534289047,0.01189713534289047,2023
450827,45276,420,TX,5,32360224.0,0.4,0.013840173637379478,0.013840173637379478,2023
450828,45003,390,TX,1,69397962.0,0.4,0.029680877492079868,0.029680877492079868,2023
450831,45205,397,TX,4,9842367.0,0.4,0.004209490894834775,0.004209490894834775,2023
450833,45089,391,TX,4,20789864.0,0.4,0.00889163584459442,0.00889163584459442,2023
450834,45036,388,TX,6,27299018.0,0.4,0.0116755418395728,0.0116755418395728,2023
450840,45211,391,TX,2,135412130.0,0.4,0.05791453705040492,0.05791453705040492,2023
450844,45131,397,TX,2,730194376.0,0.4,0.3122974968553357,0.3122974968553357,2023
450847,45142,397,TX,2,433832606.0,0.4,0.1855462618737385,0.1855462618737385,2023
450848,45131,397,TX,2,318252447.0,0.4,0.13611367853945974,0.13611367853945974,2023
450851,45068,391,TX,5,283699802.0,0.4,0.12133582637036684,0.12133582637036684,2023
450853,45177,391,TX,4,167727609.0,0.4,0.0717355736580344,0.0717355736580344,2023
450855,45122,396,TX,4,121887345.0,0.4,0.05213010945162732,0.05213010945162732,2023
450856,45229,412,TX,6,70840598.0,0.4,0.030297879795139784,0.030297879795139784,2023
450860,45131,397,TX,5,58352994.0,0.4,0.02495704508167072,0.02495704508167072,2023
450862,45060,397,TX,2,329902611.0,0.4,0.1410963477775944,0.1410963477775944,2023
450864,45260,416,TX,5,154208555.0,0.4,0.0659535971558597,0.0659535971558597,2023
450865,45016,385,TX,1,39584332.0,0.4,0.016929858958939125,0.016929858958939125,2023
450867,45016,385,TX,1,130421730.0,0.4,0.05578018833514329,0.05578018833514329,2023
450869,45083,402,TX,5,992401401.0,0.4,0.4244410578807693,0.4244410578807693,2023
450872,45012,394,TX,5,63064354.0,0.4,0.026972050925517913,0.026972050925517913,2023
450874,45068,391,TX,5,79823675.0,0.4,0.03413986016826544,0.03413986016826544,2023
450875,45006,383,TX,4,109012362.0,0.4,0.046623596261288806,0.046623596261288806,2023
450876,45168,400,TX,5,99568194.0,0.4,0.04258441145896535,0.04258441145896535,2023
450880,45095,394,TX,5,129643609.0,0.4,0.0554473930568754,0.0554473930568754,2023
450883,45114,391,TX,5,79484107.0,0.4,0.033994630021474806,0.033994630021474806,2023
450885,45177,391,TX,2,147458310.0,0.4,0.06306657873179526,0.06306657873179526,2023
450888,45114,391,TX,4,73383034.0,0.4,0.031385256560576405,0.031385256560576405,2023
450889,45068,391,TX,6,82694668.0,0.4,0.035367757775887104,0.035367757775887104,2023
450890,45211,391,TX,1,259264310.0,0.4,0.11088498857039371,0.11088498857039371,2023
450891,45211,391,TX,4,89290040.0,0.4,0.03818853842570926,0.03818853842570926,2023
450893,45073,391,TX,6,92828800.0,0.4,0.03970203390896095,0.03970203390896095,2023
451300,45097,383,TX,11,8850762.0,0.4,0.0037853904504221002,0.0037853904504221002,2023
451301,45228,411,TX,11,7873546.0,0.4,0.0033674440505076435,0.0033674440505076435,2023
451303,45116,418,TX,11,20472779.0,0.4,0.0087560214725243,0.0087560214725243,2023
451304,45228,411,TX,4,4666898.0,0.4,0.001995989850624613,0.001995989850624613,2023
451305,45039,388,TX,1,14778390.0,0.4,0.006320583061505152,0.006320583061505152,2023
451306,45141,412,TX,4,8438013.0,0.4,0.0036088614551761235,0.0036088614551761235,2023
451307,45135,411,TX,11,4446896.0,0.4,0.0019018969951310675,0.0019018969951310675,2023
451308,45168,400,TX,9,13143463.0,0.4,0.005621339645747587,0.005621339645747587,2023
451309,45176,406,TX,11,8238526.0,0.4,0.003523542678692997,0.003523542678692997,2023
451310,45228,411,TX,11,18466867.0,0.4,0.007898111144669241,0.007898111144669241,2023
451311,45131,397,TX,11,17944574.0,0.4,0.007674731176422179,0.007674731176422179,2023
451312,45079,397,TX,2,22857743.0,0.4,0.009776048895044588,0.009776048895044588,2023
451313,45224,382,TX,11,8115274.0,0.4,0.003470828918703131,0.003470828918703131,2023
451314,45145,406,TX,11,11543194.0,0.4,0.004936919141534897,0.004936919141534897,2023
451315,45279,411,TX,11,5753323.0,0.4,0.0024606439470854407,0.0024606439470854407,2023
451316,45171,388,TX,1,14767881.0,0.4,0.006316088457736179,0.006316088457736179,2023
451317,45219,417,TX,11,14279311.0,0.4,0.0061071315100335154,0.0061071315100335154,2023
451318,45013,382,TX,11,9077487.0,0.4,0.003882358671900878,0.003882358671900878,2023
451319,45138,416,TX,1,86233135.0,0.4,0.03688112794570228,0.03688112794570228,2023
451320,45007,397,TX,11,8971752.0,0.4,0.0038371367735744537,0.0038371367735744537,2023
451322,45194,388,TX,1,19489583.0,0.4,0.008335517480970441,0.008335517480970441,2023
451323,45148,413,TX,1,21036575.0,0.4,0.00899715189659244,0.00899715189659244,2023
451324,45241,411,TX,11,9158986.0,0.4,0.003917215053342267,0.003917215053342267,2023
451325,45228,411,TX,11,7402114.0,0.4,0.0031658168696136824,0.0031658168696136824,2023
451328,45007,397,TX,4,34950262.0,0.4,0.014947909345494819,0.014947909345494819,2023
451329,45218,411,TX,11,9577457.0,0.4,0.004096191295972968,0.004096191295972968,2023
451330,45229,412,TX,13,33256583.0,0.4,0.01422353823341651,0.01422353823341651,2023
451331,45006,383,TX,11,15080493.0,0.4,0.006449789768367665,0.006449789768367665,2023
451332,45201,397,TX,2,5890810.0,0.4,0.0025194458871734444,0.0025194458871734444,2023
451333,45181,406,TX,11,24264584.0,0.4,0.010377742001995408,0.010377742001995408,2023
451334,45274,383,TX,11,6482652.0,0.4,0.0027725713304921915,0.0027725713304921915,2023
451335,45189,391,TX,11,9737550.0,0.4,0.004164661616763361,0.004164661616763361,2023
451337,45168,400,TX,11,9743505.0,0.4,0.004167208516130022,0.004167208516130022,2023
451338,45086,393,TX,4,8255715.0,0.4,0.0035308942577380897,0.0035308942577380897,2023
451339,45276,420,TX,9,3035350.0,0.4,0.0012981916024505824,0.0012981916024505824,2023
451340,45236,383,TX,4,4491280.0,0.4,0.0019208796284626985,0.0019208796284626985,2023
451341,45123,382,TX,11,8336085.0,0.4,0.0035652677761425413,0.0035652677761425413,2023
451342,45057,400,TX,9,17399305.0,0.4,0.0074415245818361744,0.0074415245818361744,2023
451343,45088,420,TX,11,23488714.0,0.4,0.010045909455965021,0.010045909455965021,2023
451344,45006,383,TX,11,17763935.0,0.4,0.007597473518203168,0.007597473518203168,2023
451346,45264,417,TX,11,23684894.0,0.4,0.010129813858610105,0.010129813858610105,2023
451347,45055,382,TX,4,10592503.0,0.4,0.004530317242997546,0.004530317242997546,2023
451348,45029,411,TX,11,14168263.0,0.4,0.006059637289904393,0.006059637289904393,2023
451349,45006,383,TX,13,8246645.0,0.4,0.0035270151011880285,0.0035270151011880285,2023
451350,45076,400,TX,11,10760135.0,0.4,0.0046020119255554045,0.0046020119255554045,2023
451351,45168,400,TX,11,16396169.0,0.4,0.007012492433544917,0.007012492433544917,2023
451352,45215,420,TX,11,8631236.0,0.4,0.0036915011758015238,0.0036915011758015238,2023
451353,45198,406,TX,8,6444181.0,0.4,0.002756117633509018,0.002756117633509018,2023
451354,45199,420,TX,11,13231120.0,0.4,0.005658829747810286,0.005658829747810286,2023
451355,45270,383,TX,4,4503294.0,0.4,0.001926017907050618,0.001926017907050618,2023
451356,45213,397,TX,9,28023313.0,0.4,0.01198531622694063,0.01198531622694063,2023
451358,45168,400,TX,11,38512484.0,0.4,0.016471439312867518,0.016471439312867518,2023
451359,45208,383,TX,11,21168590.0,0.4,0.009053613512023119,0.009053613512023119,2023
451361,45124,397,TX,4,8717878.0,0.4,0.0037285571715909792,0.0037285571715909792,2023
451362,45276,420,TX,9,9015262.0,0.4,0.0038557456050510954,0.0038557456050510954,2023
451363,45264,417,TX,11,18443688.0,0.4,0.00788819769707565,0.00788819769707565,2023
451364,45144,412,TX,11,23852085.0,0.4,0.010201319929476831,0.010201319929476831,2023
451365,45038,385,TX,1,63035259.0,0.4,0.02695960725850314,0.02695960725850314,2023
451366,45168,400,TX,11,2405899.0,0.4,0.0010289811317127364,0.0010289811317127364,2023
451367,45209,416,TX,4,32152956.0,0.4,0.013751526997928762,0.013751526997928762,2023
451369,45006,383,TX,2,31027016.0,0.4,0.01326997269517514,0.01326997269517514,2023
451370,45027,391,TX,9,21389839.0,0.4,0.009148239698080932,0.009148239698080932,2023
451371,45170,385,TX,1,38066385.0,0.4,0.01628064682578642,0.01628064682578642,2023
451372,45168,400,TX,4,5785237.0,0.4,0.0024742932747743754,0.0024742932747743754,2023
451373,45185,406,TX,9,16094996.0,0.4,0.0068836834792283304,0.0068836834792283304,2023
451374,45250,413,TX,2,156282356.0,0.4,0.06684054299187653,0.06684054299187653,2023
451375,45159,397,TX,11,4335382.0,0.4,0.0018542034710380716,0.0018542034710380716,2023
451376,45119,397,TX,11,19320785.0,0.4,0.00826332411081199,0.00826332411081199,2023
451377,45207,406,TX,9,22877140.0,0.4,0.009784344815618072,0.009784344815618072,2023
451378,45004,406,TX,4,28015630.0,0.4,0.011982030277682182,0.011982030277682182,2023
451379,45101,413,TX,13,79789972.0,0.4,0.034125445701539234,0.034125445701539234,2023
451380,45216,416,TX,4,37000728.0,0.4,0.015824875014136142,0.015824875014136142,2023
451381,45278,416,TX,1,24065276.0,0.4,0.0102924997821851,0.0102924997821851,2023
451382,45059,382,TX,2,38680136.0,0.4,0.016543142549243568,0.016543142549243568,2023
451384,45240,400,TX,11,30560329.0,0.4,0.013070374907647226,0.013070374907647226,2023
451385,45054,418,TX,11,31327308.0,0.4,0.01339840485380037,0.01339840485380037,2023
451386,45078,383,TX,11,43079523.0,0.4,0.018424720376950508,0.018424720376950508,2023
451387,45261,412,TX,13,112159920.0,0.4,0.047969778205323645,0.047969778205323645,2023
451389,45094,406,TX,9,10216907.0,0.4,0.0043696782481158925,0.0043696782481158925,2023
451390,45043,412,TX,2,16906571.0,0.4,0.007230786729185942,0.007230786729185942,2023
451391,45229,412,TX,2,25409119.0,0.4,0.01086724921721302,0.01086724921721302,2023
451392,45120,418,TX,11,40358392.0,0.4,0.017260917384423136,0.017260917384423136,2023
451393,45064,416,TX,4,11990021.0,0.4,0.00512802298759818,0.00512802298759818,2023
451394,45150,420,TX,9,17024223.0,0.4,0.007281105420082054,0.007281105420082054,2023
451395,45129,418,TX,4,36185575.0,0.4,0.015476241486103985,0.015476241486103985,2023
451396,45163,385,TX,2,7111562.0,0.4,0.003041550420447945,0.003041550420447945,2023
451397,45031,397,TX,2,42678329.0,0.4,0.018253133350164947,0.018253133350164947,2023
451398,45203,383,TX,2,27604629.0,0.4,0.011806248886146186,0.011806248886146186,2023
451399,45235,420,TX,11,17362609.0,0.4,0.007425830036217539,0.007425830036217539,2023
451990,45068,391,TX,1,2715771.0,0.4,0.001161510569251922,0.001161510569251922,2023
452016,45229,412,TX,4,17349125.0,0.4,0.007420063051992509,0.007420063051992509,2023
452018,45095,394,TX,2,11343454.0,0.4,0.004851492159251641,0.004851492159251641,2023
452022,45211,391,TX,4,39798907.0,0.4,0.017021630735866277,0.017021630735866277,2023
452023,45131,397,TX,4,42574687.0,0.4,0.01820880660891231,0.01820880660891231,2023
452028,45012,394,TX,4,48664438.0,0.4,0.020813337753332238,0.020813337753332238,2023
452029,45001,382,TX,2,10783995.0,0.4,0.004612216630658431,0.004612216630658431,2023
452032,45268,397,TX,4,12746249.0,0.4,0.005451454828782227,0.005451454828782227,2023
452034,45016,385,TX,4,42957773.0,0.4,0.018372649008706856,0.018372649008706856,2023
452035,45086,393,TX,4,9508490.0,0.4,0.00406669473701067,0.00406669473701067,2023
452038,45016,385,TX,4,38664102.0,0.4,0.01653628495319906,0.01653628495319906,2023
452039,45131,397,TX,4,35399716.0,0.4,0.015140136735577618,0.015140136735577618,2023
452041,45237,391,TX,5,15060059.0,0.4,0.006441050332320924,0.006441050332320924,2023
452042,45021,386,TX,4,3052950.0,0.4,0.0013057189624595205,0.0013057189624595205,2023
452044,45068,391,TX,4,40355251.0,0.4,0.01725957400727609,0.01725957400727609,2023
452046,45131,397,TX,4,15656785.0,0.4,0.006696264618042151,0.006696264618042151,2023
452051,45260,416,TX,4,8575579.0,0.4,0.003667697182845986,0.003667697182845986,2023
452056,45264,417,TX,5,6600278.0,0.4,0.0028228789014246546,0.0028228789014246546,2023
452059,45229,412,TX,5,27644111.0,0.4,0.011823134978638962,0.011823134978638962,2023
452060,45006,383,TX,4,5641015.0,0.4,0.0024126108364102236,0.0024126108364102236,2023
452061,45253,22,TX,5,13454692.0,0.4,0.005754449459851099,0.005754449459851099,2023
452062,45170,385,TX,5,22805702.0,0.4,0.009753791432418158,0.009753791432418158,2023
452067,45068,391,TX,4,4640939.0,0.4,0.0019848874223023388,0.0019848874223023388,2023
452068,45276,420,TX,4,11287878.0,0.4,0.00482772280925978,0.00482772280925978,2023
452073,45229,412,TX,4,16163323.0,0.4,0.006912906316008485,0.006912906316008485,2023
452075,45268,397,TX,4,30934668.0,0.4,0.013230476295055514,0.013230476295055514,2023
452079,45086,393,TX,4,18883747.0,0.4,0.00807640693106277,0.00807640693106277,2023
452080,45131,397,TX,4,34000938.0,0.4,0.014541892100430892,0.014541892100430892,2023
452083,45021,386,TX,4,12044325.0,0.4,0.005151248314753031,0.005151248314753031,2023
452086,45061,390,TX,5,24321823.0,0.4,0.010402222601969933,0.010402222601969933,2023
452087,45167,399,TX,4,14824318.0,0.4,0.006340226049601203,0.006340226049601203,2023
452090,45229,412,TX,5,13861238.0,0.4,0.005928325488384834,0.005928325488384834,2023
452091,45167,399,TX,2,18686952.0,0.4,0.007992239498508283,0.007992239498508283,2023
452094,45264,417,TX,5,28953054.0,0.4,0.012382958000921887,0.012382958000921887,2023
452095,45175,402,TX,4,24518492.0,0.4,0.010486336145469809,0.010486336145469809,2023
452096,45156,412,TX,4,8623068.0,0.4,0.003688007796451921,0.003688007796451921,2023
452097,45068,391,TX,4,9871185.0,0.4,0.004221816091467591,0.004221816091467591,2023
452100,45068,391,TX,4,12950208.0,0.4,0.005538686239013079,0.005538686239013079,2023
452101,45122,396,TX,4,35057643.0,0.4,0.014993835223058444,0.014993835223058444,2023
452102,45168,400,TX,6,8770538.0,0.4,0.00375107937489045,0.00375107937489045,2023
452105,45251,413,TX,2,18079306.0,0.4,0.007732354828054238,0.007732354828054238,2023
452106,45196,412,TX,5,20298598.0,0.4,0.008681525842199478,0.008681525842199478,2023
452107,45060,397,TX,4,20465350.0,0.4,0.008752844156756891,0.008752844156756891,2023
452108,45068,391,TX,5,24609692.0,0.4,0.010525341556425215,0.010525341556425215,2023
452111,45073,391,TX,5,44362530.0,0.4,0.018973450807802078,0.018973450807802078,2023
452114,45131,397,TX,4,10294352.0,0.4,0.004402800770609768,0.004402800770609768,2023
452118,45131,397,TX,2,66239516.0,0.4,0.02833003884942132,0.02833003884942132,2023
452121,45198,406,TX,2,8552393.0,0.4,0.003657780741416029,0.003657780741416029,2023
452122,45086,393,TX,5,5755606.0,0.4,0.0024616203654320543,0.0024616203654320543,2023
453025,45131,397,TX,2,171898261.0,0.4,0.07351932360553429,0.07351932360553429,2023
453029,45133,397,TX,4,29577166.0,0.4,0.012649885029893384,0.012649885029893384,2023
453031,45229,412,TX,4,30764352.0,0.4,0.013157633690096293,0.013157633690096293,2023
453035,45229,412,TX,5,81912337.0,0.4,0.03503316191888979,0.03503316191888979,2023
453036,45068,391,TX,4,172603173.0,0.4,0.07382080806000135,0.07382080806000135,2023
453040,45012,394,TX,4,35420533.0,0.4,0.015149039977242736,0.015149039977242736,2023
453042,45095,394,TX,4,38138983.0,0.4,0.016311696330441473,0.016311696330441473,2023
453047,45211,391,TX,4,36393582.0,0.4,0.015565204189136895,0.015565204189136895,2023
453048,45021,386,TX,5,15780450.0,0.4,0.00674915501437768,0.00674915501437768,2023
453053,45253,22,TX,4,20769409.0,0.4,0.008882887427038579,0.008882887427038579,2023
453054,45276,420,TX,5,39067124.0,0.4,0.016708653798967372,0.016708653798967372,2023
453056,45260,416,TX,5,40549062.0,0.4,0.01734246521015633,0.01734246521015633,2023
453057,45181,406,TX,5,46039086.0,0.4,0.01969049856843533,0.01969049856843533,2023
453059,45060,397,TX,4,21957876.0,0.4,0.009391183959296683,0.009391183959296683,2023
453072,45260,416,TX,4,33171784.0,0.4,0.014187270471973445,0.014187270471973445,2023
453091,45271,396,TX,4,9747261.0,0.4,0.004168814923186475,0.004168814923186475,2023
453092,45034,396,TX,4,16618979.0,0.4,0.007107786245112616,0.007107786245112616,2023
453096,45006,383,TX,4,3000894.0,0.4,0.001283455084469448,0.001283455084469448,2023
453300,45095,394,TX,2,1612774162.0,0.4,0.6897688483231507,0.6897688483231507,2023
453301,45061,390,TX,2,955080164.0,0.4,0.40847910408088856,0.40847910408088856,2023
453302,45068,391,TX,2,1892616204.0,0.4,0.8094547458101038,0.8094547458101038,2023
453304,45131,397,TX,2,2842123139.0,0.4,1.2155502305105803,1.2155502305105803,2023
453306,45168,400,TX,1,421195734.0,0.4,0.1801415865935755,0.1801415865935755,2023
453309,45131,397,TX,4,47419260.0,0.4,0.02028078644189988,0.02028078644189988,2023
453310,45016,385,TX,1,990917901.0,0.4,0.4238065784163796,0.4238065784163796,2023
453311,45099,397,TX,2,0.0,0.4,0.0,0.0,2023
453313,45086,393,TX,2,170698019.0,0.4,0.07300599101281566,0.07300599101281566,2023
453314,45068,391,TX,2,0.0,0.4,0.0,0.0,2023
453315,45229,412,TX,1,431502551.0,0.4,0.1845497185313734,0.1845497185313734,2023
453316,45211,391,TX,2,352731505.0,0.4,0.15086005821758794,0.15086005821758794,2023
453317,45177,391,TX,2,0.0,0.4,0.0,0.0,2023
454000,45026,400,TX,10,25632450.0,0.4,0.010962765855744619,0.010962765855744619,2023
454006,45252,391,TX,10,52759291.0,0.4,0.022564669157575434,0.022564669157575434,2023
454008,45276,420,TX,10,106108561.0,0.4,0.04538166697030503,0.04538166697030503,2023
454009,45138,416,TX,10,74443196.0,0.4,0.031838678210678435,0.031838678210678435,2023
454011,45229,412,TX,10,78085345.0,0.4,0.03339639222938263,0.03339639222938263,2023
454012,45012,394,TX,4,28132080.0,0.4,0.012031834884104956,0.012031834884104956,2023
454018,45276,420,TX,4,21812294.0,0.4,0.009328919861295477,0.009328919861295477,2023
454026,45131,397,TX,4,42576895.0,0.4,0.018209750950440706,0.018209750950440706,2023
454029,45016,385,TX,1,10365978.0,0.4,0.0044334345597006886,0.0044334345597006886,2023
454050,45115,391,TX,4,13549949.0,0.4,0.005795190012826747,0.005795190012826747,2023
454060,45229,412,TX,4,92151401.0,0.4,0.03941231651448967,0.03941231651448967,2023
454064,45228,411,TX,4,13482720.0,0.4,0.0057664367806653325,0.0057664367806653325,2023
454065,45068,391,TX,4,19163418.0,0.4,0.008196019675441164,0.008196019675441164,2023
454076,45131,397,TX,9,69692218.0,0.4,0.02980672810837476,0.02980672810837476,2023
454084,45016,385,TX,10,47174538.0,0.4,0.020176121067121053,0.020176121067121053,2023
454088,45122,396,TX,10,16924967.0,0.4,0.00723865453115892,0.00723865453115892,2023
454093,45168,400,TX,10,2244789.0,0.4,0.0009600758492672808,0.0009600758492672808,2023
454094,45068,391,TX,6,40343131.0,0.4,0.017254390393451752,0.017254390393451752,2023
454100,45086,393,TX,10,22102235.0,0.4,0.009452924991315448,0.009452924991315448,2023
454101,45168,400,TX,4,4574504.0,0.4,0.0019564737767231452,0.0019564737767231452,2023
454103,45131,397,TX,4,26617787.0,0.4,0.011384185533535929,0.011384185533535929,2023
454104,45073,391,TX,4,17651952.0,0.4,0.007549579407073572,0.007549579407073572,2023
454107,45131,397,TX,4,30430236.0,0.4,0.013014735314144795,0.013014735314144795,2023
